itemCode,itemDescription,averageCost,supplier,assortmentType
02220060000431,OOA Vodka Cruiser Raspberry 275mL,65.400000,Puregold,Out of assortment
02220060000432,OOA Vodka Mudshake Cappuccino 270mL,71.160000,Puregold,Out of assortment
02220060002469,OOAJB ScotchWhskey 700mL,374.960000,Puregold,Out of assortment
02220060002470,OOA Island Mixing Lime 375mL,51.560000,Puregold,Out of assortment
02220060002568,OOAAbsolut Vodka 1L,692.344034,PERNOD RICARD PHILIPPINES, INC.,Out of assortment
02220060002579,OOA The Bar Vodka Apple 700mL,76.790000,Puregold,Out of assortment
02220060002582,OOAGilbeys Gin1857 700mL,174.240000,Puregold,Out of assortment
02220060002607,Johnnie Walker BlckLabel 700mL KVI,723.269542,Montosco, Inc.,In assortment
02220060002616,CarloRossi CalifRed 750mL,205.642056,EMPERADOR DISTILLERS, INC.,In assortment
02220060003572,San Miguel Premium Can 330mL,46.833262,SAN MIGUEL BREWERY INC.,In assortment
02220090000003,OOA May 100% Sparkling White Wine 750mL,144.044600,Puregold,Out of assortment
02220090000004,OOA Chamdor Red Sparkling 750mL,194.062500,Puregold,Out of assortment
02220090000005,OOAPrimera Brndy 750mL,75.000000,Puregold,Out of assortment
02220090000006,OOAGSM Blue 350mL,37.500000,Puregold,Out of assortment
02220090000007,OOADon Enriqui Mixkila,154.325900,Puregold,Out of assortment
02220090000008,OOA GSM Frasquito 350mL,37.366100,Puregold,Out of assortment
02220090000009,OOA GSM Angelito 250mL,27.723200,Puregold,Out of assortment
02220090000010,OOACarlos II,337.299100,Puregold,Out of assortment
02220090000011,OOA Tequila Rose 700mL,486.607100,Premier Wine & Spirits, Inc.,Out of assortment
02220090000012,OOAChivas Regal 1L,1558.040000,Puregold,Out of assortment
02220090000014,San Miguel Super Dry Can 330mL,43.637841,SAN MIGUEL BREWERY INC.,In assortment
02220090000015,OOA SMB Super Dry Bottle 330mL,775.330000,Puregold,Out of assortment
02220090000016,San Miguel Apple Beer Bottle 330mL,22.691218,SAN MIGUEL BREWERY INC.,In assortment
02220090000017,Kirin Beer 330mL,47.619000,SAN MIGUEL BREWERY INC.,In assortment
02220090000018,OOA Orchid Lime Cordial 350mL,62.839300,Puregold,Out of assortment
02220090000019,OOA El Hombre Margarita Mix 700mL,71.151800,Puregold,Out of assortment
02220090000020,OOAToska Vodka 700mL,111.610000,Puregold,Out of assortment
02220090000021,OOADona ElenaRdWine 750mL,142.517900,Puregold,Out of assortment
02220090000022,OOADona ElenaWhtWine 750mL,142.517900,Puregold,Out of assortment
02220090000023,OOA May 100% Sparkling Red Wine 750mL,144.044600,Puregold,Out of assortment
02220090000199,OOABrew KettleBeer 330mL,26.040000,Absolute Sales Corp.,Indepletion
02220090000285,OOAGin Kapitan 350mL,26.300000,Absolute Sales Corp.,In assortment
03310030000154,IND Lotte Koala's March Reg. Creamy Milk,26.785700,Lotte Confectionery Pilipinas, Corp,Indepletion
03310030000155,Lotte Koala's Small Chocolate 19.5g,13.392900,Lotte Confectionery Pilipinas, Corp,In assortment
03310030000156,Pepero WhiteCkie 32g,41.071400,Lotte Confectionery Pilipinas, Corp,In assortment
03310030000157,OOA Lotte Toppo Chocolate 40g,28.571400,Lotte Confectionery Pilipinas, Corp,Out of assortment
03310030000455,OOA Chocky Giant Chocolate Biscuit Stick 50g,32.140000,Puregold,Out of assortment
03310030000456,OOA BC NY Cookies w/ Chocolate Creme 175g,76.790000,Puregold,Out of assortment
03310030000457,OOA BC NY Cookies Chocolate 150g,76.790000,Puregold,Out of assortment
03310030000459,OOA Bento Seafood Snack BBQ 15g,27.230000,Puregold,Out of assortment
03310030000460,OOA Butter Sesame Cracker 70g,29.910000,Puregold,Out of assortment
03310030000461,OOA Win2 Chocolate Magic Crunch 80g,19.200000,Puregold,Out of assortment
03310030000462,OOA Win2 Vanilla Magic Crunch 80g,20.980000,Puregold,Out of assortment
03310030000519,Combos Single 48.2g,36.339306,BOX & BASICS DISTRIBUTION INC. (MARS),In assortment
03310030000637,Cream-O Vanilla 90g KVI,16.559995,UNIVERSAL ROBINA CORPORATION,In assortment
03310030000641,Presto CrmVanilla 80g,11.285774,UNIVERSAL ROBINA CORPORATION,In assortment
03310030000702,OOA Glico Pretz Roast 62g,56.616100,MADISON SQUARE MARKETING,Out of assortment
03310030000703,OOA Glico Pretz Salad 69g,56.616100,MADISON SQUARE MARKETING,Out of assortment
03310030000704,OOA Glico Pretz Tomato 60g,56.616100,MADISON SQUARE MARKETING,Out of assortment
03310030000705,OOA Glico Pocky Chocolate 72g,76.127200,MADISON SQUARE MARKETING,Out of assortment
03310030000706,OOA Glico Pocky Milk Chocolate 74.6g,76.127200,MADISON SQUARE MARKETING,Out of assortment
03310030000707,OOA Glico Pocky Strawberry Flavor 57.6g,76.127200,MADISON SQUARE MARKETING,Out of assortment
03310030000708,OOA Glico Almond Peak Chocolate 57.6g,80.580400,MADISON SQUARE MARKETING,Out of assortment
03310030000716,OOA House Tongari Corn Salt 75g,74.854900,MADISON SQUARE MARKETING,Out of assortment
03310030000717,OOA House Tongari Corn Yaki 75g,74.854900,MADISON SQUARE MARKETING,Out of assortment
03310030000719,OOA Bourbon Butter Cookies 107g,60.435300,MADISON SQUARE MARKETING,Out of assortment
03310030000720,OOA Bourbon Chocochips Cookies 114g,60.435300,MADISON SQUARE MARKETING,Out of assortment
03310030000806,OOA Phil Brand Dried Mango Giftbox 200g,195.310000,Puregold,Out of assortment
03310030001296,OOA Magic Time Cheese Curls 5.5oz,78.350000,Puregold,Out of assortment
03310030001297,OOA Magic Time Cheese Ball 4oz,78.350000,Puregold,Out of assortment
03310030001400,Goldilocks Classic 25g,8.004604,GOLDILOCKS BAKESHOP,INC.,In assortment
03310030001401,Goldilocks Ckies&Cream 25g,8.266336,GOLDILOCKS BAKESHOP,INC.,In assortment
03310030001402,Goldilocks Pinipig  25g,8.266270,GOLDILOCKS BAKESHOP,INC.,In assortment
03310030001403,Goldilocks Cashew 25g,8.265772,GOLDILOCKS BAKESHOP,INC.,In assortment
03310030001404,OOA Goldilocks Ube 25g,8.019999,Asubell Marketing,Out of assortment
03310030001781,MuslI Oat Biscuit Hazelnut 60g,22.204856,Suncoast Brands International Corp.,In assortment
03310030001782,MuslI Oat Biscuit Chocolate 60g,22.047757,Suncoast Brands International Corp.,In assortment
03310030002082,MagicMelt CreamChseBrwnies 80g,25.813097,MAGICMELT FOODS, INCORPORATED,In assortment
03310030002083,MagicMelt SpeclBiscocho 150g,41.790547,MAGICMELT FOODS, INCORPORATED,In assortment
03310030002084,OOA Magic Melt Mamon Tostado 100g,38.570000,MAGICMELT FOODS, INCORPORATED,Out of assortment
03310030002086,Cal Cheese Wafer 53.5g,8.277000,ECOSSENTIAL FOODS CORP.,In assortment
03310030002088,Cheetos Crunchy Extra Barbeque 66g,18.040000,QUANTUM FOODS, INC. (SNACKS),In assortment
03310030002089,IND Cheetos Crunchy Extra Barbeque 140g,32.480000,QUANTUM FOODS, INC. (SNACKS),Indepletion
03310030002090,Cheetos Crunchy Cheese 66g,18.040000,QUANTUM FOODS, INC. (SNACKS),In assortment
03310030002091,IND Cheetos Crunchy Cheese 140g,32.480000,QUANTUM FOODS, INC. (SNACKS),Indepletion
03310030002092,Cheetos Crunchy Jalapeño 66g,18.040000,QUANTUM FOODS, INC. (SNACKS),In assortment
03310030002093,IND Cheetos Crunchy Jalapeño 140g,32.480000,QUANTUM FOODS, INC. (SNACKS),Indepletion
03310030002094,Cheetos Puffs Mellow Cheddar 55g,18.040000,QUANTUM FOODS, INC. (SNACKS),In assortment
03310030002095,Peppero ChocoCkie 32g,40.660000,Lotte Confectionery Pilipinas, Corp,In assortment
03310030002242,OOA Cheetos Crunchy Cheese Pizza 66g,18.040000,Pepsi-Cola Products Phils.Inc.,Out of assortment
03310030002375,IND Goldilocks Classic Bites 15g,47.958812,Asubell Marketing,Indepletion
03310030002376,OOA Goldilocks Pinipig  Bites 15g,52.867700,Asubell Marketing,Out of assortment
03310030002377,OOA Goldilocks Cookies n Cream Bites 15g,52.524878,Asubell Marketing,Out of assortment
03310030002382,Loacker Cremkakao 45g,28.394748,Benby Enterprises, Inc.,In assortment
03310030002383,INDLoacker Cacao 75g,43.530000,Benby Enterprises, Inc.,Indepletion
03310030002384,INDLoacker MilkVnlla 75g,45.710000,Benby Enterprises, Inc.,Indepletion
03310030002385,Loacker QuadraNapolitaner 125g KVI,78.710000,Benby Enterprises, Inc.,In assortment
03310030002386,INDLoacker QuadraKakao 125g,78.711608,Benby Enterprises, Inc.,Indepletion
03310030002387,INDLoacker QuadraVnille 125g,78.706887,Benby Enterprises, Inc.,Indepletion
03310030002388,Loacker QuadraDarkChoco 125g,78.710000,Benby Enterprises, Inc.,In assortment
03310030002498,OOA CheetosCrunchy Chz 140g w Pepsi Reg300mL,32.473200,Pepsi-Cola Products Phils.Inc.,Out of assortment
03310030002499,OOA CheetosCrunchy BBQ 140g w Mt Dew 300mL,32.473200,Pepsi-Cola Products Phils.Inc.,Out of assortment
03310030002579,OOA Rebisco Cream Filled Craker Sandwich 32g,4.120000,Puregold,Out of assortment
03310030002659,Boy Bawang Chicharon Garlic 100g,18.799970,KSK FOOD PRODUCTS,In assortment
03310030002660,OOA Oreo Dark and White Chocolate 29.4g,60.710000,Puregold,Out of assortment
03310030002709,IND Deka MT Pack Choco 11g,14.553600,LINKAGE FOODS VENTURE CORPORATION,Indepletion
03310030002710,IND Deka MT Pack Choco Banana 10g,14.553600,LINKAGE FOODS VENTURE CORPORATION,Indepletion
03310030002773,California Crunch Barbeque 120g,46.993031,The First Enterprises, Inc.,In assortment
03310030002774,California Crunch Sour & Cream 120g,46.966599,The First Enterprises, Inc.,In assortment
03310030002821,Oreo Vanilla 66.5g,16.785700,Solid Five Distribution Inc.,In assortment
03310030002822,Oreo Vanilla 28.5g,6.418600,Solid Five Distribution Inc.,In assortment
03310030002823,Mini Oreo Original 20.4g,10.730716,Solid Five Distribution Inc.,In assortment
03310030002824,IND Oreo Thins Vanilla Delights 95g,34.776800,Solid Five Distribution Inc.,Indepletion
03310030002825,IND Oreo Thins Tiramisu 95g,34.776800,Solid Five Distribution Inc.,Indepletion
03310030002846,Oishi Bread Pan White Cheddar Cheese 42g,7.674843,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002847,Oishi Potato Fries Plain Salted 50g,10.179001,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002848,Oishi Potato Crisp Bacon N' Cheese 50g,10.563113,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002849,Oishi Potato Crisp Beef N' Chili 50g,10.562987,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002850,Oishi Potato Crisp Cheese 50g,10.563000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002851,Oishi Potato Crisp Creamy Garlic 50g,10.563000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002852,Oishi Potato Crisp Tomato Ketchup 50g,10.563008,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002853,Oishi Caramel Popcorn 60g,10.560000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002854,Oishi Chocolate Popcorn 60g,10.560000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002855,Oishi MobstersCaramel&Cheese Popcorn 60g,10.560001,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002856,Oishi Natural PotatoChipsFrenchOnion 60g,21.516095,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002857,Oishi Ridges Cheese&Garlic 60g,21.510639,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002858,Oishi Pillows ChocoCrckers 120g,28.209996,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002859,Oishi SpongeCrnchChoco 120g,28.209999,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002860,OOA Oishi Choco Plunge 120g,26.875000,LIWAYWAY MARKETING CORPORATION,Out of assortment
03310030002861,IND Oishi Marty's Cracklin'ChickenInasal,12.839300,LIWAYWAY MARKETING CORPORATION,Indepletion
03310030002862,Oishi Prawn Crackers Sweet&ExtraHot 90g,15.740079,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002863,Oishi Fish Crackers 90g,15.740993,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002864,Oishi FISHDA Fish Kropeck 80g,14.393807,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002865,IND Oishi BakedPorkyPopps ClassicVinegar 34g,19.579985,LIWAYWAY MARKETING CORPORATION,Indepletion
03310030002866,IND Oishi Baked Porky Popps Hot&Spicy 34g,19.579996,LIWAYWAY MARKETING CORPORATION,Indepletion
03310030002867,IND Oishi GourmetPotatoChipsWasabi&Nori 120g,48.350741,LIWAYWAY MARKETING CORPORATION,Indepletion
03310030002868,IND Oishi GourmetPotatoChips SeaSalt 120g,48.199319,LIWAYWAY MARKETING CORPORATION,Indepletion
03310030002869,Oishi GourmetPotatoChips SaltedEgg 60g,26.875000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002870,Oishi GrabNuts RstedAlmondsSlted 30g KVI,24.571000,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002871,Oishi GrabNuts RstedCshewsSlted 30g KVI,24.570853,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002872,Oishi Grab Nuts Roasted Mixed Nuts 30g,15.357100,LIWAYWAY MARKETING CORPORATION,In assortment
03310030002914,W.L Corn Bits Orig Super Garlic 70g,8.880000,W.L. FOOD PRODUCTS,In assortment
03310030002915,W.L Corn Bits Special BBQ 70g,8.880000,W.L. FOOD PRODUCTS,In assortment
03310030002916,W.L Muncher Original 70g,8.880000,W.L. FOOD PRODUCTS,In assortment
03310030002917,Tattoos CornTbeSpcyChse 60g,6.700000,W.L. FOOD PRODUCTS,In assortment
03310030002931,Nagaraya Original 80g,12.810000,FOOD INDUSTRIES, INC.,In assortment
03310030002932,Nagaraya Abodo 80g,12.810000,FOOD INDUSTRIES, INC.,In assortment
03310030002933,Nagaraya Barbeque 80g,12.810000,FOOD INDUSTRIES, INC.,In assortment
03310030002934,Nagaraya Garlic 80g,12.810000,FOOD INDUSTRIES, INC.,In assortment
03310030002935,Nagaraya Abodo 160g,25.630000,FOOD INDUSTRIES, INC.,In assortment
03310030002936,Nagaraya Hot & Spicy 80g,12.810000,FOOD INDUSTRIES, INC.,In assortment
03310030002955,Chips DelightTripleChoco 73g,19.020000,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310030002956,Chips Delight Triple Chocolate 175g,44.060000,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310030002957,Chips Delight Mini 130g,32.630000,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310030002958,Chips Delight Peanut Caramel 160g,32.640000,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310030002960,Chips Delight Regular 80g,17.020000,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310030003011,IND MuslI Oat Biscuit Apple 60g,22.310219,Suncoast Brands International Corp.,Indepletion
03310030003012,MuslI Oat Biscuit BlueberryCranberry 60g,22.033908,Suncoast Brands International Corp.,In assortment
03310030003013,Korean Crispy Seaweed Barbeque 40g,78.210000,Nextrade Philippines, Inc.,In assortment
03310030003014,Korean Crispy Seaweed Seafood 40g,78.210000,Nextrade Philippines, Inc.,In assortment
03310030003016,Korean Crispy Seaweed Chili 40g,78.210000,Nextrade Philippines, Inc.,In assortment
03310030003017,Korean Crispy Seaweed Original 40g,78.210000,Nextrade Philippines, Inc.,In assortment
03310030003018,OOA Kimnori Seaweed with Almonds 25g,78.210000,Nextrade Philippines, Inc.,Out of assortment
03310030003019,Belvita Milk and Cereal 20g,6.920000,Solid Five Distribution Inc.,In assortment
03310030003025,Goya Quadros Twins 20g,6.910000,Delfi Marketing Inc.,In assortment
03310030003030,KnickKnacks DipASnackChoco 20g,10.160000,Delfi Marketing Inc.,In assortment
03310030003031,KnickKnacks Cheeznacks 20g,4.470000,Delfi Marketing Inc.,In assortment
03310030003033,Goya Pretzel Twist Milk Chocolate 28g,5.479423,Delfi Marketing Inc.,In assortment
03310030003034,Goya Pretzel Twist Dark Chocolate 28g,5.688000,Delfi Marketing Inc.,In assortment
03310030003035,Goya Pretzel Twist Cream White Chocolate 28g,5.484000,Delfi Marketing Inc.,In assortment
03310030003041,OOA Boy Bawang Barbeque 100g,13.705400,KSK FOOD PRODUCTS,Out of assortment
03310030003042,OOA Boy Bawang Lechon Manok 100g,13.705400,KSK FOOD PRODUCTS,Out of assortment
03310030003043,OOA Golden Sweet Corn 100g,15.180000,KSK FOOD PRODUCTS,Out of assortment
03310030003046,OOABoy Bawang Chichacorn Cheese 100g,18.790000,KSK FOOD PRODUCTS,Out of assortment
03310030003047,OOA Boy Bawang Chichacorn BBQ 100g,18.790000,KSK FOOD PRODUCTS,Out of assortment
03310030003048,Nuts Incredilbe 100g,16.290000,KSK FOOD PRODUCTS,In assortment
03310030003049,Mix Nuts 100g,27.100000,KSK FOOD PRODUCTS,In assortment
03310030003050,Nuts Entertainment 100g,23.660000,KSK FOOD PRODUCTS,In assortment
03310030003051,OOA Big Daddy Corn Crisp BBQ 90g,18.790000,KSK FOOD PRODUCTS,Out of assortment
03310030003052,IND Big Daddy Corn Crisp SourCream&Onion,18.790000,KSK FOOD PRODUCTS,Indepletion
03310030003053,IND Big Daddy Crisp Nacho Cheese 90g,18.790000,KSK FOOD PRODUCTS,Indepletion
03310030003054,Nagaraya Hot & Spicy 160g,25.630000,FOOD INDUSTRIES, INC.,In assortment
03310030003125,**Honey ButterPottChps 170g,72.321400,UNIVERSAL ROBINA CORPORATION,In assortment
03310030003126,Honey Butter Potato Chips 60g,23.303600,UNIVERSAL ROBINA CORPORATION,In assortment
03310030003130,**Calbee PotChipsChdrNSrcrm 170g,72.321400,UNIVERSAL ROBINA CORPORATION,In assortment
03310030003131,IND J&J Pic-A Ultimate Cheddar Snack Mix,22.140000,UNIVERSAL ROBINA CORPORATION,Indepletion
03310030003132,IND J&J Pic-A Bbq Overload  Snack Mix 90,22.140000,UNIVERSAL ROBINA CORPORATION,Indepletion
03310030003138,Pik-nik Original Shoestring Potato 50g,27.718243,EMPERADOR DISTILLERS, INC.,In assortment
03310030003139,J&J V Cut Onion Garlic 60g,22.139955,UNIVERSAL ROBINA CORPORATION,In assortment
03310030003140,J&J V Cut Cheese 60g,22.140001,UNIVERSAL ROBINA CORPORATION,In assortment
03310030003141,Fitbar Nut 25g,17.679690,ECOSSENTIAL FOODS CORP.,In assortment
03310030003188,IND Mr. Potato Crisp Barbeque 100g,33.930000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
03310030003189,OOA Mr. Potato Crisp Sour Cream&Onion 100g,33.930000,LINKAGE FOODS VENTURE CORPORATION,Out of assortment
03310030003190,OOA Mr. Potato Crisp Sweet Potato 100g,33.930000,LINKAGE FOODS VENTURE CORPORATION,Out of assortment
03310030003191,IND Mr. Potato Crisp Honey Cheese 100g,33.930000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
03310030003217,INDFibisco HIRO 80g,12.680000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003218,INDFibisco ChcoChpsCkies 36g,8.390000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003219,INDFibisco ChcoCrnchies 60g,15.360000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003220,INDFibisco HIROPckts 33g,4.020000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003221,INDFibisco ChcoMllows 36g,9.460000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003222,INDFibisco Jolly 27g,4.020000,COMMONWEALTH FOODS, INC.,Indepletion
03310030003223,INDButter Ckies 170g,32.589993,COMMONWEALTH FOODS, INC.,Indepletion
03310030003226,Orell's Banana Thins Glazed 100g,70.540000,PEMPEYO INTERNATIONAL FOODS INC.,In assortment
03310030003227,Orell's Banana Thins Cinnamon 100g,70.540000,PEMPEYO INTERNATIONAL FOODS INC.,In assortment
03310030003235,Leslie Clover Chips BBQ 85g,21.759071,LESLIE CORPORATION,In assortment
03310030003236,Leslie Clover Chips Chili & Cheese 85g,21.758947,LESLIE CORPORATION,In assortment
03310030003237,Leslie Cheezy CornCrunch OrigCheese 150g,29.543293,LESLIE CORPORATION,In assortment
03310030003240,Leslie Cheezy Corn Crunch Red Hot 150g,29.554044,LESLIE CORPORATION,In assortment
03310030003241,Leslie Nacho Corn Chips Cheese Blast 100g,16.339385,LESLIE CORPORATION,In assortment
03310030003242,OOA Leslie Banana Thins 100g,24.380000,LESLIE CORPORATION,Out of assortment
03310030003243,Leslie I Heart Cheese 50g,10.267976,LESLIE CORPORATION,In assortment
03310030003274,Lotte Pepero Choco Filled 40g,35.710000,Lotte Confectionery Pilipinas, Corp,In assortment
03310030003277,IND Goya Dark Chocolate 38 (Buy 2,Get1FR,30.875000,Delfi Marketing Inc.,Indepletion
03310030003469,Archipelago Superfood Trail Mix 42.5g,65.250000,NATURALHEALTH. PH INC.,In assortment
03310030003471,Archipelago Fruit and Nut Bar 40g,67.991000,NATURALHEALTH. PH INC.,In assortment
03310030003472,Archipelago Banana Chips 80g,20.607070,NATURALHEALTH. PH INC.,In assortment
03310030003474,Archipelago Mango Bites 40g,32.963778,NATURALHEALTH. PH INC.,In assortment
03310030003477,OOA Archipelago Sunshine Granola 50g,51.510000,Next Coffee Frontier, Inc.,Out of assortment
03310030003530,OOA PURPLE YAM-BANANA-COCONUT 40G,-1.000000,NO SUPPLIER,Out of assortment
03310030003600,MagicMelt Rosquillos 90g,22.296090,MAGICMELT FOODS, INCORPORATED,In assortment
03310030003601,MagicMelt MamonTostado 50g,22.307108,MAGICMELT FOODS, INCORPORATED,In assortment
03310030003604,Bawang na Bawang Cornick 100g,11.375000,Centro Asia Distribution Inc.,In assortment
03310030003605,Alibaba Snack Mixed 100g,11.375000,Centro Asia Distribution Inc.,In assortment
03310030003607,Alibaba US No.1 Greenpeas 200g,21.937500,Centro Asia Distribution Inc.,In assortment
03310030003608,Alibaba Sweet Corn Flavor 120g,16.250000,Centro Asia Distribution Inc.,In assortment
03310030003610,Alibaba BBQ Flavor 120g,16.250000,Centro Asia Distribution Inc.,In assortment
03310030003611,Alibaba Hot & Spicy Flavor 120g,16.250000,Centro Asia Distribution Inc.,In assortment
03310030003612,Alibaba Nacho Cheese Flavor 120g,16.250000,Centro Asia Distribution Inc.,In assortment
03310030003747,IND Goya Milk Chocolate 35g (Buy 2,Get1F,30.098200,Delfi Marketing Inc.,Indepletion
03310030003748,OOA Goya Cream White Chocolate 35g (Buy 2,Get1FREE),30.098200,Delfi Marketing Inc.,Out of assortment
03310030003749,OOA Goya Almond in Milk Chocolate 35g (Buy 2,Get1FREE),30.098200,Delfi Marketing Inc.,Out of assortment
03310030003750,Treasures 36g(Buy 2 Less 10),29.250000,Delfi Marketing Inc.,In assortment
03310030003751,OOA J&J Piattos Spicy Seafood 85g,22.589300,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030004033,LaPacita GrahmCrkr 10S,4.703155,MAGNOLIA INC.,In assortment
03310030004034,LaPacita MamonTstado 100g,31.724760,MAGNOLIA INC.,In assortment
03310030004035,LaPacita Pasencia 90G,15.018000,MAGNOLIA INC.,In assortment
03310030004036,La Pacita, Graham Chocolate, 5S,3.728069,MAGNOLIA INC.,In assortment
03310030004037,LaPacita GrahmPeantBtter 5s,4.338997,MAGNOLIA INC.,In assortment
03310030004038,LaPacita GrahmCreamChse 5s,4.502310,MAGNOLIA INC.,In assortment
03310030004039,LP, Oat Cookies Chocolate, 26G,8.357000,MAGNOLIA INC.,In assortment
03310030004046,Lemon Square Inipit Custard 22g,4.152000,BIG "E" FOOD CORPORATION,In assortment
03310030004047,Whatta Tops Chocolatah 35g,5.602950,BIG "E" FOOD CORPORATION,In assortment
03310030004099,J&J Piattos Cheese 170g,44.286000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030004100,J&J Potato Chips Classic Plain Salted 60g,22.143000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030004101,J&J Choco Knots  50g,8.214000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030004102,W.L. Muncher D' Patata Chips Cheese 60g,12.125000,W.L. FOOD PRODUCTS,In assortment
03310030004103,W. L. Muncher D' Patata Chips Bbq 60g,12.125000,W.L. FOOD PRODUCTS,In assortment
03310030004104,W. L. Muncher D' Patata Chips Sour Cream & Onion 60g,12.125000,W.L. FOOD PRODUCTS,In assortment
03310030004520,Dandy's Trail Mix 100g,36.607100,GOLDBRAND MARKETING INC.,In assortment
03310030004521,Dandy's Mixed Nuts 100g,40.178600,GOLDBRAND MARKETING INC.,In assortment
03310030004522,Dandy's Garlic Peanuts 100g,27.678600,GOLDBRAND MARKETING INC.,In assortment
03310030004523,Dandy's Spicy Peanuts 100g,27.678600,GOLDBRAND MARKETING INC.,In assortment
03310030004524,Dandy's Adobo Peanuts 100g,26.339300,GOLDBRAND MARKETING INC.,In assortment
03310030004577,IND Sante Bar Nuts&Almond 40g,22.321000,LINKAGE FOODS VENTURE CORPORATION,In assortment
03310030004578,IND Sante Bar Cranberry & Raspberry 40g,22.321000,LINKAGE FOODS VENTURE CORPORATION,In assortment
03310030004728,Oreo VanllaWferRoll 54g,27.232000,Solid Five Distribution Inc.,In assortment
03310030004729,Oreo ChocoWferRoll 54g,27.232000,Solid Five Distribution Inc.,In assortment
03310030004730,Doritos Roasted Corn 55g,34.375000,Benby Enterprises, Inc.,In assortment
03310030004731,Lays Original 50g,37.946000,Benby Enterprises, Inc.,In assortment
03310030004732,Lays Sour Cream and Onion 50g,37.946000,Benby Enterprises, Inc.,In assortment
03310030004733,Kettle Korn Cheese 120g,27.729067,Centro Asia Distribution Inc.,In assortment
03310030004734,Kettle Korn Salted Caramel 120g,27.739073,Centro Asia Distribution Inc.,In assortment
03310030004751,Franzzi MatchaChocoCkie 70g,30.625000,VOROBEY INC.,In assortment
03310030004752,Franzzi YogurtChocoCkie 70g,30.889953,VOROBEY INC.,In assortment
03310030004859,HOP Assorted 52g,31.250000,Asubell Marketing,In assortment
03310030004860,HOP Classic 52g,31.250000,Asubell Marketing,In assortment
03310030004861,HOP CkiesNCream 52g,31.250000,Asubell Marketing,In assortment
03310030004862,HOP CrispRice 52g,31.250000,Asubell Marketing,In assortment
03310030004950,Pocky Chocolate 40g,30.045000,Gymboree Marketing International Inc,In assortment
03310030004951,Pocky Strawberry 38g,30.045000,Gymboree Marketing International Inc,In assortment
03310030004952,Pocky CookiesNCream 40g,30.045000,Gymboree Marketing International Inc,In assortment
03310030004953,Pocky Matcha 35g,30.045000,Gymboree Marketing International Inc,In assortment
03310030004954,Pringles Smoky BBQ 107g,55.509000,VALIANT DISTRIBUTION, INC.,In assortment
03310030004955,Pringles Pizza 107g,55.509000,VALIANT DISTRIBUTION, INC.,In assortment
03310030004956,Pringles Original 40g,19.866000,VALIANT DISTRIBUTION, INC.,In assortment
03310030004957,Pringles Sour Cream & Onion 40g,19.866000,VALIANT DISTRIBUTION, INC.,In assortment
03310030004958,Pringles Cheese 40g,19.866000,VALIANT DISTRIBUTION, INC.,In assortment
03310030005068,J&J V Cut Spicy BBQ 155g,28.400000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005070,Pepero DbleChocoFilled 40g,35.710000,VALIANT DISTRIBUTION, INC.,In assortment
03310030005071,Lotte Pepero Double Choco Filled 11g,10.710000,Lotte Confectionery Pilipinas, Corp,In assortment
03310030005072,Lotte Pepero Choco Filled 11g,10.710000,Lotte Confectionery Pilipinas, Corp,In assortment
03310030005154,PR J&J Chippy BBQ Family 100g,0.000000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005156,PR J&J Chippy Chili & Cheese 110g,0.000000,UNIVERSAL ROBINA CORPORATION,In assortment
